[l_1, u_1] | [l_2, u_2]; action; prediction; prediction error; fitness; numerosity; experience
[0.5585147124000251, 0.0] | [1.0, 0.6589310158794731];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.027896708125169815;5;45330
[0.8811306772534082, 1.0] | [0.4578340624089073, 0.23494657465648994];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.09852660878311487;14;6166
[0.12048438183053316, 0.5604025938687948] | [0.43906575894863614, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.04954320126515493;9;58124
[1.0, 0.8144613554866725] | [0.7680530731022489, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.04611093951450275;6;9962
[0.18394427111438058, 0.0] | [0.3164561849139059, 0.5459023109735002];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.10267406902306721;8;10144
[0.5840666193337658, 0.7211282506697358] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.10744074792914877;10;4094
[0.24249917232374102, 0.0] | [0.24761947486442015, 0.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.05987456123513237;9;14118
[0.2907207801645394, 0.1270605849674837] | [0.2445262120536618, 0.9391985906083277];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.1165898258921903;15;26910
[0.4376140620877561, 0.31629301344510624] | [0.817350156961153, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.09578525904254909;8;5310
[1.0, 0.0] | [0.5435597819297538, 0.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.03043231966740535;7;127354
[0.6884722085434992, 1.0] | [0.4053019686085805, 0.8679299362566851];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.029124834655782514;4;33588
[0.98984288595398, 0.0] | [0.5904638096524883, 0.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.0304329204536304;7;136764
[1.0, 0.8137703860861323] | [0.32389266574710307, 0.1369365441116331];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.09105003766490286;10;8120
[0.5435605558210113, 0.0] | [1.0, 0.6455177008736805];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03342314885140301;6;45200
[1.0, 0.8144613554866725] | [0.746861612818017, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.09521268262331124;11;10798
[0.5599183115348288, 0.0] | [0.1863861664533373, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.017233382904579552;2;24626
[0.5599183115348288, 0.0] | [0.1863861664533373, 0.013107312287080154];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.0516993833503599;6;22910
[1.0, 0.0] | [0.5904638096524883, 0.0];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.039128040583239085;9;137046
[0.4040716365957985, 0.0] | [0.34096895825410006, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.030719050256283978;5;61394
[0.1985640823285472, 0.0] | [0.4832689570948156, 0.8380336342589815];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.032908394399035285;5;16088
[0.4040716365957985, 0.0] | [0.0, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.04705103686817144;8;92884
[1.0, 0.8144613554866725] | [0.7041519439453429, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.0570156209066714;6;12510
[1.0, 0.8043281322228764] | [0.4261128673407707, 0.2992611697815344];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.2119484858891176;18;5702
[1.0, 0.8137703860861323] | [0.32389266574710307, 0.11969016441626719];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.0740029807203513;10;8758
[0.6582099213158755, 0.4188186400409149] | [1.0, 0.9044186072816558];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.10311986608038287;12;5304
[0.791120919841564, 0.4188186400409149] | [1.0, 0.9044186072816558];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.035654010571396146;4;8312
[0.4560553116725265, 0.9276649144025276] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.031121880347602784;3;13720
[0.0, 0.6258835896081664] | [0.0, 1.0];java.awt.Color[r=255,g=255,b=0];5.1438902740926325E-261;4.0688172068072817E-258;0.042068737149143026;10;143334
[0.18394427111438058, 0.0] | [0.3164561849139059, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.19701758036303704;20;15856
[0.5435605558210113, 0.0] | [1.0, 0.6039368269406913];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03913399222642083;7;49324
[0.092175246716161, 0.0] | [1.0, 0.4644207248674728];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.062433947034887124;6;11188
[0.8719909694086375, 0.5112755067638023] | [0.1488497966736561, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.08464132428397861;16;70088
[0.0181944375976553, 0.0] | [0.3135098489096676, 0.6436756851033314];java.awt.Color[r=255,g=255,b=255];2.6561442419689404E-223;1.7831581677751476E-220;0.13673826091575206;12;1438
[0.6646707136912124, 1.0] | [0.8821691450116423, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.05800396463118543;4;8958
[0.0, 0.5604025938687948] | [0.43906575894863614, 0.802044235422411];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.050952135664365954;9;45920
[0.0, 0.8501747463743244] | [0.43906575894863614, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.0264545899049153;5;107824
[1.0, 0.6741894632309823] | [0.12484684792332998, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.09730527000994739;10;9522
[0.8415622022822615, 1.0] | [0.1250010062522719, 0.0];java.awt.Color[r=139,g=69,b=19];4.4577687939417925E-26;3.789103474850523E-24;0.06544120807415502;9;4468
[0.5025215388452574, 1.0] | [0.6687065390109586, 1.0];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.021476550130921437;5;37088
[0.5639904676135943, 0.8096808174690469] | [0.12484684792332998, 0.24073350106767574];java.awt.Color[r=255,g=255,b=255];1.9249192135934945E-7;5.582265719421135E-6;0.060537533250164616;7;6588
[0.0, 0.9363396122718768] | [0.0, 0.16574559527749197];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.04243956485023421;7;35280
[0.8396794290240281, 0.4440218796219715] | [0.8759995309456636, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.04043890185026342;5;11242
[0.09570365750081752, 0.4924445725544975] | [0.0, 0.1874696615688766];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.10968488623930332;15;17194
[0.921344618908247, 1.0] | [0.9408140617459438, 0.8747365616188958];java.awt.Color[r=139,g=69,b=19];51.84;190.07999999999998;0.03420339763531561;5;1152
[1.0, 0.6248538850532553] | [1.0, 0.7514545687427449];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.07112412270238734;9;21008
[1.0, 0.9126361707449983] | [1.0, 0.8808539238047648];java.awt.Color[r=255,g=255,b=255];1000.0;8.37385855299635E-265;0.25056616481240074;15;2266
[0.4049563332689896, 0.8752365727717083] | [0.0, 1.0];java.awt.Color[r=139,g=69,b=19];2.3268061668944017E-122;8.710011084741378E-120;0.02122019447053439;4;105462
[0.8719962538466376, 1.0] | [0.5602898402826777, 0.4440176146161221];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.15674349690233386;10;3340
[0.188404914159064, 0.43799110378798667] | [0.21657880852086198, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.04224637236462804;6;43600
[0.8092462704407124, 1.0] | [0.0, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.06924402326689112;10;42142
[0.0, 0.9363396122718768] | [0.0, 0.1874696615688766];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.06576771599896218;11;39388
[0.41542632758496795, 0.0] | [0.3146529458897025, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.056382241108810696;9;62648
[0.4975308549159727, 0.9693332421938351] | [0.12484684792332998, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.03796286446059841;4;13290
[0.43570964986127136, 0.12506484481421415] | [0.2445262120536618, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.11147860636172557;14;52300
[0.6675815845846712, 1.0] | [0.24994493841809373, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.040455667610811416;6;18378
[1.0, 0.8317565956761852] | [0.27085936256291165, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.09030103883777887;12;10056
[0.42528288311062096, 0.0] | [0.0, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.07059953632400341;12;92888
[0.1772886822527754, 0.0] | [0.38083622907863696, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.007858939660519976;1;14920
[0.8693706828557203, 0.5532278583788914] | [0.24994493841809373, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.08352697394667384;13;17246
[0.43570964986127136, 0.12506484481421415] | [0.2326085121796266, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.09505270828702266;12;52424
[0.0, 0.061821719837682906] | [0.6947943751252665, 0.9164470146629146];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.11004761474755372;6;2998
[0.5599183115348288, 0.11331555008790406] | [0.18724135852004758, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.08192332304464987;9;18368
[0.4750793640456704, 0.5625052534999891] | [0.3850100374351142, 0.43232428972288717];java.awt.Color[r=255,g=0,b=0];1.0624724284504991E-90;2.897008154908366E-88;0.054163463825562023;2;786
[0.8819904556560079, 0.19716154575101033] | [0.24823723021598554, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.051621757714384736;9;36986
[0.5599183115348288, 0.0] | [0.18724135852004758, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.043385555652458406;5;22998
[1.0, 0.8753860097009039] | [0.09359769961154021, 0.7491787840212611];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.03363880553772875;5;17692
[1.0, 0.8753860097009039] | [0.3961681907934041, 0.7491787840212611];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.0679828087409067;9;9478
[0.0, 0.061821719837682906] | [0.6947943751252665, 0.8025398662425183];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683772161605E-13;0.11844003462044497;6;1434
[1.0, 0.0] | [0.627979300073068, 0.0];java.awt.Color[r=0,g=0,b=0];8.573150456821055E-261;6.775646577707589E-258;0.09564998835601946;22;135322
[0.56190910771856, 0.44328736996674256] | [0.5564684803807799, 0.4428583253780822];java.awt.Color[r=255,g=0,b=0];1000.0;4.9E-324;0.10006445920613286;5;2998
[0.0, 0.09154882591368985] | [1.0, 0.3859983526374669];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.06782435242112596;7;11978
[1.0, 0.8652395707144325] | [1.0, 0.8808539238047648];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.04156174657674057;5;3472
[0.3755918118089347, 0.7461639008627661] | [0.6885983380601108, 1.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.05943804596970772;7;24742
[1.0, 0.8137703860861323] | [0.32389266574710307, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.04942444877352781;7;12764
[0.30391558032355137, 0.18932320874264075] | [0.3068202928446211, 0.25141597788387837];java.awt.Color[r=229,g=178,b=146];999.9999999999999;1.1368683772161605E-13;0.09886281767953048;4;1438
[1.0, 0.6454882840626305] | [1.0, 0.7503762304993409];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.06155329101588974;7;18934
[0.0, 1.0] | [0.0, 0.3761743587862113];java.awt.Color[r=255,g=255,b=0];2.812599562654243E-237;2.024134151923507E-234;0.06560673157533442;16;79978
[0.0, 0.8737169727169388] | [0.43906575894863614, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.04314129160834024;8;103720
[0.8719962538466376, 1.0] | [0.5602898402826777, 0.4390475411151188];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.20768197325009327;15;3288
[1.0, 0.8137703860861323] | [0.35563946917047135, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.0486311106276007;7;13858
[0.8916179537759459, 0.2263679443728284] | [0.24994493841809373, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.07960696100637135;14;35180
[0.4750793640456704, 0.5625052534999891] | [0.3831472733665207, 0.43232428972288717];java.awt.Color[r=255,g=0,b=0];1.942283768306748E-95;5.574354415040376E-93;0.18155609066730208;6;800
[0.0527595397502001, 0.2475867086612799] | [0.8347320022894202, 0.6957583741710396];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.05190369846877349;6;5822
[1.0, 0.747274580106141] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.08823731093336182;9;6790
[1.0, 0.5996691209039663] | [1.0, 0.7503762304993409];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.05517113802255818;7;21148
[0.6875583636331449, 1.0] | [0.0, 0.8819898770303829];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.10230795131960084;14;57510
[1.0, 0.8765417259495923] | [0.09359769961154021, 0.7686936145065303];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.028323873171185704;4;17486
[1.0, 0.8187155497934036] | [0.6844037584715514, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.051624753844789366;6;11798
[0.3749232929809793, 0.43527831449721116] | [0.5269789656832707, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;4.9E-324;0.07802435498830235;6;3570
[0.4343810482079053, 0.6130874238424507] | [0.3748887749144154, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.1667018453029979;25;13950
[0.6183698781715506, 1.0] | [0.24994493841809373, 0.0];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.04747674362473084;7;19920
[0.3749232929809793, 0.43527831449721116] | [0.5114896092368548, 0.8079763306627066];java.awt.Color[r=229,g=178,b=146];1000.0;4.9E-324;0.053847786563503114;4;3756
[1.0, 0.6248578319809635] | [0.12374760327567719, 0.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.13065973270887643;14;9550
[0.017188469173843646, 0.5620860733883264] | [0.4989977609343865, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];4.4062856552699174E-89;1.2087910314290462E-86;0.07015956876262265;8;21420
[1.0, 0.8144613554866725] | [0.5147316457133546, 1.0];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.05398430244896728;7;18402
[1.0, 0.7162218047244999] | [0.4308155331610926, 0.25128463145697977];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.09945772890559712;10;10358
[0.6875583636331449, 1.0] | [0.008956119968219734, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.035080987372616154;5;63884
[1.0, 0.7743946161152798] | [0.0, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.04833904749090597;7;46296
[1.0, 0.6893357495982683] | [0.09795111158184236, 0.7807088386800568];java.awt.Color[r=255,g=255,b=0];4.9E-324;1.0E-323;0.0214397046982059;5;44102
[0.12291451587274126, 0.0] | [0.6030734268408074, 0.38610896224019503];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.1266656048492199;10;5316
[0.6875583636331449, 1.0] | [0.0, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.05173335274584823;7;64186
[0.12297989151188139, 0.09154882591368985] | [1.0, 0.3859983526374669];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.08655813077758467;7;3802
[1.0, 0.8753860097009039] | [0.07627614630423724, 0.7491787840212611];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.041297772091941756;7;17144
[0.1880517374355843, 0.3392089520419753] | [0.1946892348055085, 0.24589516461779215];java.awt.Color[r=139,g=69,b=19];999.9999999999999;1.1368683772161605E-13;0.21428247576682954;8;1556
[0.623336917211467, 0.5015318299952553] | [0.6286929140236925, 0.7220607325811867];java.awt.Color[r=0,g=0,b=255];1.2307659215388733E-258;9.640999718721187E-256;0.06298938686490803;5;2266
[0.8716334356366618, 0.7508966825611286] | [0.6070961569042966, 0.7487537608121733];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.11574082592708634;9;3552
[0.6875583636331449, 0.6257518828436619] | [0.0, 0.24527128577823806];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.03301002667568153;4;3020
[0.0, 0.5240667446391103] | [0.32187352535649955, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];8.02736114643558E-178;4.34280238022166E-175;0.06456845011402604;8;39442
[0.8716334356366618, 0.7508966825611286] | [0.566305018360619, 0.7487537608121733];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.10780882396802781;8;4538
[1.0, 0.6257518828436619] | [0.5236308425577161, 0.6747991873776349];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.057365185509410076;7;11244
[0.24369790310628642, 0.12538039017826075] | [0.6826047177738572, 0.6289831885423458];java.awt.Color[r=0,g=0,b=0];999.9999999999999;1.1368683772161605E-13;0.3722425073855405;7;1272
[0.0, 0.09154882591368985] | [1.0, 0.36497090505466484];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.07495437816208333;7;11636
[1.0, 0.37355747216661034] | [0.0, 1.0];java.awt.Color[r=0,g=0,b=0];7.429614656569654E-26;6.265641693707074E-24;0.05526421697692114;12;126768
[0.0, 0.23883619817480775] | [1.0, 0.6893594881698947];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.03037370019931529;4;15030
[0.0, 1.0] | [1.0, 0.8953825595241113];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.0582785551172932;8;21170
[0.6646707136912124, 1.0] | [0.8772267789941525, 1.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.05835159557027009;6;8340
[0.0, 0.12111385240380358] | [0.11785781793383182, 1.0];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03233217648705575;5;21504
[0.0, 0.5620860733883264] | [0.3133649770776765, 0.6878720562616705];java.awt.Color[r=255,g=255,b=255];4.015425618349645E-197;2.4052399453914413E-194;0.0664855962735118;7;42904
[0.6475992526786942, 1.0] | [0.8950906292412736, 0.7708892844945991];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.11705642404960608;17;8830
[1.0, 0.8765417259495923] | [0.0, 0.7491787840212611];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.007075560448662217;1;18492
[1.0, 0.7686600388118101] | [0.7454595603956194, 0.5792211104171291];java.awt.Color[r=255,g=255,b=255];4.9E-324;1.0E-323;0.0377438692281956;4;7774
[0.38293616620767823, 0.8591920039077807] | [0.0, 0.5178727662014488];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03786027967601358;7;49354
[0.0, 0.061821719837682906] | [0.8593100322267144, 0.692474958311799];java.awt.Color[r=255,g=255,b=255];1000.0;8.764266688931945E-239;0.14385036300913148;6;2026
[1.0, 0.5244765238407887] | [0.6850921066067139, 0.31311164353014254];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.03623861159755799;5;34874
[1.0, 0.8765417259495923] | [0.06931857178294291, 0.760474860571158];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.056578367601960035;8;16900
[0.5842598402911701, 1.0] | [1.0, 0.8752504188236954];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.0769466018309222;8;10296
[1.0, 0.7521319643833524] | [0.746861612818017, 0.5478669658025556];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.10647225949386507;12;9548
[0.4975308549159727, 1.0] | [0.12484684792332998, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.11414575717690889;11;12624
[0.17753253115893905, 0.0] | [0.0, 0.24187850906250827];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.02229576374236847;2;8476
[0.43570964986127136, 0.12506484481421415] | [0.15779509382721318, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.07072020197431832;9;51836
[0.0, 0.12327169998977079] | [0.05040042793721883, 0.7883072977369621];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.03391474951905228;5;17688
[1.0, 0.7548868195617594] | [0.7475790606971793, 0.25422631770637927];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.04962996900562979;7;23292
[0.1866111663005869, 0.0] | [0.17072271232455732, 0.43679465521000316];java.awt.Color[r=229,g=178,b=146];4.9E-324;1.0E-323;0.08557447332034554;8;9792
[1.0, 0.9375034622183317] | [0.1250010062522719, 0.3066895654039631];java.awt.Color[r=139,g=69,b=19];1000.0;1.3796193241891613E-296;0.12415534784231083;6;2270
[0.1985640823285472, 0.37043834985484303] | [0.38613665351917026, 0.7159207011167339];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.06573239730625807;7;10944
[0.010762631202031843, 0.12437471831722129] | [0.7136233908200196, 0.48958086290046965];java.awt.Color[r=0,g=0,b=0];4.9E-324;1.0E-323;0.06125177195017898;14;4788
[0.8591333732715777, 1.0] | [0.5602898402826777, 0.4390475411151188];java.awt.Color[r=139,g=69,b=19];4.9E-324;1.0E-323;0.13150408633171312;8;3370
[0.6362593677361003, 1.0] | [0.7499531894524468, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.06512420020490917;9;17848
[0.08380638164755264, 0.0] | [0.31316168724365034, 0.6817986423809985];java.awt.Color[r=255,g=0,b=0];1000.0;4.9E-324;0.18370524366075855;13;5978
[0.41587619739305026, 1.0] | [0.12490677319933068, 0.0];java.awt.Color[r=255,g=255,b=255];1000.0;4.9E-324;0.06217233106317462;6;14220
[0.7065075413797711, 0.564261357973889] | [0.43746317855771694, 0.5602448663550782];java.awt.Color[r=0,g=0,b=255];1000.0;4.9E-324;0.1162389332965768;5;3214
[0.5599183115348288, 0.26657012848331163] | [0.18724135852004758, 0.0];java.awt.Color[r=255,g=255,b=255];999.9999999999999;1.1368683772161605E-13;0.09862597230601759;11;10634
[0.6266260673046768, 1.0] | [0.7963461023274981, 1.0];java.awt.Color[r=255,g=0,b=0];4.9E-324;1.0E-323;0.033057248873943304;5;14664
[1.0, 0.8753860097009039] | [0.0, 0.7974055632996706];java.awt.Color[r=0,g=0,b=255];4.9E-324;1.0E-323;0.04393394153065099;6;18832
